la_name,phase_type_grouping,primary_need,number_of_pupils,pupil_gender_boys,pupil_gender_girls
Haringey,State-funded primary,Autistic Spectrum Disorder,622,469,153
Haringey,State-funded primary,Hearing Impairment,35,16,19
Haringey,State-funded primary,Moderate Learning Difficulty,274,154,120
Haringey,State-funded primary,Multi- Sensory Impairment,7,7,0
Haringey,State-funded primary,Other Difficulty/Disability,94,60,34
Haringey,State-funded primary,Physical Disability,51,28,23
Haringey,State-funded primary,Profound & Multiple Learning Difficulty,4,1,3
Haringey,State-funded primary,SEN support but no specialist assessment of type of need,105,62,43
Haringey,State-funded primary,Severe Learning Difficulty,17,10,7
Haringey,State-funded primary,"Social, Emotional and Mental Health",406,285,121
Haringey,State-funded primary,Specific Learning Difficulty,313,187,126
Haringey,State-funded primary,"Speech, Language and Communications needs",1340,919,421
Haringey,State-funded primary,Visual Impairment,19,10,9
Haringey,State-funded secondary,Autistic Spectrum Disorder,287,209,78
Haringey,State-funded secondary,Hearing Impairment,38,21,17
Haringey,State-funded secondary,Moderate Learning Difficulty,353,203,150
Haringey,State-funded secondary,Multi- Sensory Impairment,5,4,1
Haringey,State-funded secondary,Other Difficulty/Disability,174,100,74
Haringey,State-funded secondary,Physical Disability,40,28,12
Haringey,State-funded secondary,Profound & Multiple Learning Difficulty,4,3,1
Haringey,State-funded secondary,SEN support but no specialist assessment of type of need,57,31,26
Haringey,State-funded secondary,Severe Learning Difficulty,6,4,2
Haringey,State-funded secondary,"Social, Emotional and Mental Health",496,291,205
Haringey,State-funded secondary,Specific Learning Difficulty,616,342,274
Haringey,State-funded secondary,"Speech, Language and Communications needs",456,326,130
Haringey,State-funded secondary,Visual Impairment,32,20,12
Haringey,State-funded special school,Autistic Spectrum Disorder,307,241,66
Haringey,State-funded special school,Hearing Impairment,65,30,35
Haringey,State-funded special school,Moderate Learning Difficulty,33,22,11
Haringey,State-funded special school,Other Difficulty/Disability,47,29,18
Haringey,State-funded special school,Physical Disability,15,10,5
Haringey,State-funded special school,Profound & Multiple Learning Difficulty,18,8,10
Haringey,State-funded special school,Severe Learning Difficulty,41,26,15
Haringey,State-funded special school,"Social, Emotional and Mental Health",10,7,3
Haringey,State-funded special school,Specific Learning Difficulty,27,14,13
Haringey,State-funded special school,"Speech, Language and Communications needs",16,14,2
Haringey,State-funded special school,Visual Impairment,2,1,1
Harrow,State-funded AP school,Autistic Spectrum Disorder,3,3,0
Harrow,State-funded AP school,Hearing Impairment,1,1,0
Harrow,State-funded AP school,Moderate Learning Difficulty,3,3,0
Harrow,State-funded AP school,Other Difficulty/Disability,3,1,2
Harrow,State-funded AP school,Physical Disability,3,2,1
Harrow,State-funded AP school,"Social, Emotional and Mental Health",21,19,2
Harrow,State-funded AP school,Specific Learning Difficulty,1,0,1
Harrow,State-funded AP school,"Speech, Language and Communications needs",2,2,0
Harrow,State-funded nursery,Multi- Sensory Impairment,1,0,1
Harrow,State-funded nursery,Profound & Multiple Learning Difficulty,2,2,0
Harrow,State-funded nursery,Specific Learning Difficulty,1,1,0
Harrow,State-funded primary,Autistic Spectrum Disorder,307,243,64
Harrow,State-funded primary,Hearing Impairment,63,34,29
Harrow,State-funded primary,Moderate Learning Difficulty,265,160,105
Harrow,State-funded primary,Multi- Sensory Impairment,13,4,9
Harrow,State-funded primary,Other Difficulty/Disability,83,58,25
Harrow,State-funded primary,Physical Disability,65,37,28
Harrow,State-funded primary,Profound & Multiple Learning Difficulty,3,1,2
Harrow,State-funded primary,SEN support but no specialist assessment of type of need,157,97,60
Harrow,State-funded primary,Severe Learning Difficulty,12,9,3
Harrow,State-funded primary,"Social, Emotional and Mental Health",332,220,112
Harrow,State-funded primary,Specific Learning Difficulty,127,70,57
Harrow,State-funded primary,"Speech, Language and Communications needs",1356,997,359
Harrow,State-funded primary,Visual Impairment,19,11,8
Harrow,State-funded secondary,Autistic Spectrum Disorder,232,171,61
Harrow,State-funded secondary,Hearing Impairment,53,30,23
Harrow,State-funded secondary,Moderate Learning Difficulty,352,209,143
Harrow,State-funded secondary,Multi- Sensory Impairment,3,3,0
Harrow,State-funded secondary,Other Difficulty/Disability,165,100,65
Harrow,State-funded secondary,Physical Disability,54,30,24
Harrow,State-funded secondary,SEN support but no specialist assessment of type of need,144,58,86
Harrow,State-funded secondary,Severe Learning Difficulty,5,3,2
Harrow,State-funded secondary,"Social, Emotional and Mental Health",418,271,147
Harrow,State-funded secondary,Specific Learning Difficulty,161,66,95
Harrow,State-funded secondary,"Speech, Language and Communications needs",382,261,121
Harrow,State-funded secondary,Visual Impairment,33,22,11
Harrow,State-funded special school,Autistic Spectrum Disorder,139,114,25
Harrow,State-funded special school,Hearing Impairment,1,1,0
Harrow,State-funded special school,Moderate Learning Difficulty,56,22,34
Harrow,State-funded special school,Multi- Sensory Impairment,2,0,2
Harrow,State-funded special school,Other Difficulty/Disability,15,8,7
Harrow,State-funded special school,Physical Disability,7,5,2
Harrow,State-funded special school,Profound & Multiple Learning Difficulty,45,25,20
Harrow,State-funded special school,Severe Learning Difficulty,177,125,52
Harrow,State-funded special school,Specific Learning Difficulty,6,6,0
Harrow,State-funded special school,"Speech, Language and Communications needs",55,37,18
Harrow,State-funded special school,Visual Impairment,3,1,2
Havering,State-funded AP school,Autistic Spectrum Disorder,1,1,0
Havering,State-funded AP school,Moderate Learning Difficulty,1,1,0
Havering,State-funded AP school,"Social, Emotional and Mental Health",6,4,2
Havering,State-funded AP school,"Speech, Language and Communications needs",1,1,0
Havering,State-funded primary,Autistic Spectrum Disorder,318,246,72
Havering,State-funded primary,Hearing Impairment,49,26,23
Havering,State-funded primary,Moderate Learning Difficulty,729,422,307
Havering,State-funded primary,Multi- Sensory Impairment,5,3,2
Havering,State-funded primary,Other Difficulty/Disability,54,38,16
Havering,State-funded primary,Physical Disability,50,30,20
Havering,State-funded primary,Profound & Multiple Learning Difficulty,9,6,3
Havering,State-funded primary,SEN support but no specialist assessment of type of need,21,10,11
Havering,State-funded primary,Severe Learning Difficulty,26,16,10
Havering,State-funded primary,"Social, Emotional and Mental Health",353,256,97
Havering,State-funded primary,Specific Learning Difficulty,148,94,54
Havering,State-funded primary,"Speech, Language and Communications needs",1208,869,339
Havering,State-funded primary,Visual Impairment,24,14,10
Havering,State-funded secondary,Autistic Spectrum Disorder,184,145,39
Havering,State-funded secondary,Hearing Impairment,32,17,15
Havering,State-funded secondary,Moderate Learning Difficulty,494,304,190
Havering,State-funded secondary,Multi- Sensory Impairment,6,4,2
Havering,State-funded secondary,Other Difficulty/Disability,103,57,46
Havering,State-funded secondary,Physical Disability,48,24,24
Havering,State-funded secondary,Profound & Multiple Learning Difficulty,2,0,2
Havering,State-funded secondary,SEN support but no specialist assessment of type of need,56,38,18
Havering,State-funded secondary,Severe Learning Difficulty,8,4,4
Havering,State-funded secondary,"Social, Emotional and Mental Health",517,308,209
Havering,State-funded secondary,Specific Learning Difficulty,144,92,52
Havering,State-funded secondary,"Speech, Language and Communications needs",317,220,97
Havering,State-funded secondary,Visual Impairment,16,6,10
Havering,State-funded special school,Autistic Spectrum Disorder,58,46,12
Havering,State-funded special school,Hearing Impairment,2,2,0
Havering,State-funded special school,Moderate Learning Difficulty,16,10,6
Havering,State-funded special school,Multi- Sensory Impairment,1,1,0
Havering,State-funded special school,Other Difficulty/Disability,7,3,4
Havering,State-funded special school,Physical Disability,8,7,1
Havering,State-funded special school,Profound & Multiple Learning Difficulty,48,26,22
Havering,State-funded special school,Severe Learning Difficulty,155,102,53
Havering,State-funded special school,"Social, Emotional and Mental Health",13,11,2
Havering,State-funded special school,Specific Learning Difficulty,16,7,9
Havering,State-funded special school,"Speech, Language and Communications needs",36,32,4
Havering,State-funded special school,Visual Impairment,4,1,3
Hillingdon,Non-maintained special school,Autistic Spectrum Disorder,42,35,7
Hillingdon,Non-maintained special school,Moderate Learning Difficulty,10,8,2
Hillingdon,Non-maintained special school,Other Difficulty/Disability,2,2,0
Hillingdon,Non-maintained special school,Severe Learning Difficulty,40,25,15
Hillingdon,Non-maintained special school,"Speech, Language and Communications needs",5,2,3
Hillingdon,State-funded AP school,Hearing Impairment,1,1,0
Hillingdon,State-funded AP school,Moderate Learning Difficulty,1,1,0
Hillingdon,State-funded AP school,SEN support but no specialist assessment of type of need,1,1,0
Hillingdon,State-funded AP school,"Social, Emotional and Mental Health",14,9,5
Hillingdon,State-funded nursery,Autistic Spectrum Disorder,6,4,2
Hillingdon,State-funded nursery,Hearing Impairment,1,0,1
Hillingdon,State-funded nursery,Physical Disability,1,0,1
Hillingdon,State-funded nursery,"Social, Emotional and Mental Health",2,2,0
Hillingdon,State-funded nursery,Specific Learning Difficulty,1,1,0
Hillingdon,State-funded nursery,"Speech, Language and Communications needs",7,5,2
Hillingdon,State-funded primary,Autistic Spectrum Disorder,850,616,234
Hillingdon,State-funded primary,Hearing Impairment,59,38,21
Hillingdon,State-funded primary,Moderate Learning Difficulty,217,138,79
Hillingdon,State-funded primary,Multi- Sensory Impairment,16,11,5
Hillingdon,State-funded primary,Other Difficulty/Disability,236,154,82
Hillingdon,State-funded primary,Physical Disability,94,60,34
Hillingdon,State-funded primary,Profound & Multiple Learning Difficulty,4,1,3
Hillingdon,State-funded primary,SEN support but no specialist assessment of type of need,265,155,110
Hillingdon,State-funded primary,Severe Learning Difficulty,15,13,2
Hillingdon,State-funded primary,"Social, Emotional and Mental Health",494,321,173
Hillingdon,State-funded primary,Specific Learning Difficulty,246,119,127
Hillingdon,State-funded primary,"Speech, Language and Communications needs",1943,1352,591
Hillingdon,State-funded primary,Visual Impairment,22,12,10
Hillingdon,State-funded secondary,Autistic Spectrum Disorder,550,395,155
Hillingdon,State-funded secondary,Hearing Impairment,81,42,39
Hillingdon,State-funded secondary,Moderate Learning Difficulty,241,143,98
Hillingdon,State-funded secondary,Multi- Sensory Impairment,1,1,0
Hillingdon,State-funded secondary,Other Difficulty/Disability,235,145,90
Hillingdon,State-funded secondary,Physical Disability,79,46,33
Hillingdon,State-funded secondary,Profound & Multiple Learning Difficulty,1,0,1
Hillingdon,State-funded secondary,SEN support but no specialist assessment of type of need,122,75,47
Hillingdon,State-funded secondary,Severe Learning Difficulty,6,1,5
Hillingdon,State-funded secondary,"Social, Emotional and Mental Health",378,218,160
Hillingdon,State-funded secondary,Specific Learning Difficulty,387,225,162
Hillingdon,State-funded secondary,"Speech, Language and Communications needs",539,345,194
Hillingdon,State-funded secondary,Visual Impairment,32,15,17
Hillingdon,State-funded special school,Autistic Spectrum Disorder,409,323,86
Hillingdon,State-funded special school,Hearing Impairment,2,1,1
Hillingdon,State-funded special school,Moderate Learning Difficulty,101,59,42
Hillingdon,State-funded special school,Multi- Sensory Impairment,2,1,1
Hillingdon,State-funded special school,Other Difficulty/Disability,60,39,21
Hillingdon,State-funded special school,Physical Disability,15,9,6
Hillingdon,State-funded special school,Profound & Multiple Learning Difficulty,37,19,18
Hillingdon,State-funded special school,Severe Learning Difficulty,159,110,49
Hillingdon,State-funded special school,"Social, Emotional and Mental Health",93,77,16
Hillingdon,State-funded special school,Specific Learning Difficulty,8,5,3
Hillingdon,State-funded special school,"Speech, Language and Communications needs",69,44,25
Hillingdon,State-funded special school,Visual Impairment,26,16,10
Hounslow,State-funded AP school,Autistic Spectrum Disorder,2,1,1
Hounslow,State-funded AP school,Moderate Learning Difficulty,1,1,0
Hounslow,State-funded AP school,SEN support but no specialist assessment of type of need,7,2,5
Hounslow,State-funded AP school,"Social, Emotional and Mental Health",88,61,27
Hounslow,State-funded AP school,Specific Learning Difficulty,2,2,0
Hounslow,State-funded AP school,"Speech, Language and Communications needs",1,1,0
